0.5,0,0.5
1,0,1
1.5,0,1.5
2,0.5,2
2.5,1,2
3,1.5,2
3.51033024756149,1.91770215441681,2
2.16120922347256,3.36588393923159,2
0.282948806670812,3.98997994641622,2
-1.66458734618857,3.63718970730273,2
-3.20457446218773,2.39388857641583,2
-3.95996998640178,0.564480032239469,2
-3.74582674916319,-1.40313291075848,2
-2.61457448345445,-3.02720998123171,2
-0.843183197723119,-3.91012047066039,2
1.13464874185291,-3.83569709865255,2
2.83467909716504,-2.82216130228157,2
3.84068114660146,-1.1176619927957,2
3.90635050291209,0.860479952351262,2
3.01560901737322,2.62794639487516,2
1.3865412713401,3.75199990709896,2
-0.582000135234454,3.95743298649353,2
-2.40804761073929,3.19394845049396,2
-3.64452104753871,1.64847394096703,2
-3.98868862478551,-0.300604481847237,2
-3.35628611630581,-2.17608444355748,2
-1.90214771198397,-3.51878303988668,2
0.017702791952203,-3.99996082620281,2
1.93321903501202,-3.50180869875371,2
3.37541583492997,-2.14629167200174,2
3.99119311671432,-0.265287589404803,2
3.62978712580078,1.68066814730656,2
2.37968265323957,3.21513770620648,2
0.546948872831334,3.96242942277948,2
0,4,2
